quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00049 momentum=-0.00088 one_tick=-0.00100
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.85, 'cash': 94.36, 'exposure': 5.49, 'exposure_pct': 0.055, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967, 'BSB/USDT': 8.501782}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T05:01:07.442139Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0376 momentum=-0.07631
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0133 momentum=0.0
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0053 momentum=-0.00674
quant-1  |   GENIUS/USDT | source=NORMAL direction=None strength=0.0038 momentum=0.00243
quant-1  |   BILL/USDT | source=NORMAL direction=None strength=0.0034 momentum=-0.00114
quant-1  | ========================================================================
quant-1  | 
quant-1  | INFO:     172.18.0.1:42370 - "GET /status HTTP/1.1" 200 OK
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.35000000 pnl=-0.034316
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000301 breakout=0.000215 trend_quality=0.000000 momentum=-0.001026 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000301 breakout=0.000215 trend_quality=0.000000 momentum=-0.001026 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.002464 breakout=0.002119 trend_quality=0.000000 momentum=-0.004848 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.002464 breakout=0.002119 trend_quality=0.000000 momentum=-0.004848 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0550 symbol=ETHFI/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.022622 unrealized=-0.045053
quant-1  | [PROFIT_ENGINE] selling symbol=ETHFI/USDT reason=sideways_hard_exposure_guard qty=5.77596659 mark=0.33700000 pnl=-0.045053
quant-1  | [FILL_PERSISTED_ATOMIC] symbol=ETHFI/USDT side=sell qty=5.775966592382718 new_qty=0.0 pnl=-0.04505253942058505 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [PROFIT_ENGINE] closed symbol=ETHFI/USDT reason=sideways_hard_exposure_guard pnl=-0.045053
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.35000000 pnl=-0.034316
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.53e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64257.38, 'ETH/USDT': 1802.84, 'SOL/USDT': 70.72, 'USDC/USDT': 1.00066, 'XRP/USDT': 1.1987, 'DOGE/USDT': 0.09047, 'BNB/USDT': 613.64, 'TRIA/USDT': 0.03098, 'TRX/USDT': 0.3328, 'BSB/USDT': 0.23399, 'ADA/USDT': 0.1984, 'USD1/USDT': 0.9996, 'INJ/USDT': 6.207, 'SUI/USDT': 0.8013, 'LTC/USDT': 46.42, 'HYPE/USDT': 73.05, 'BCH/USDT': 243.4, 'ZEC/USDT': 593.24, 'GOLD(PAXG)/USDT': 4474.0, 'FIL/USDT': 0.8708, 'TAO/USDT': 220.65, 'DOT/USDT': 1.068, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.873, 'BILL/USDT': 0.08782, 'NEAR/USDT': 2.624, 'BEAT/USDT': 1.30827, 'ULTIMA/USDT': 2330.68, 'MX/USDT': 1.7527, 'GUA/USDT': 0.96752, 'ONDO/USDT': 0.3946, 'ASTER/USDT': 0.6688, 'EDEN/USDT': 0.04532, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3368, 'GENIUS/USDT': 0.47015, 'RAIN/USDT': 0.0142544, 'XMR/USDT': 359.85, 'UBOX/USDT': 0.0023, 'LINK/USDT': 8.2, 'DASH/USDT': 36.83, 'SHIB/USDT': 5.091e-06, 'PLAY/USDT': 0.1018, 'AVAX/USDT': 7.962, 'PENGU/USDT': 0.006984, 'WXT/USDT': 0.01651, 'ATOM/USDT': 1.828, 'IN/USDT': 0.1087, 'TTN/USDT': 0.05043, 'ATLA/USDT': 192.4082, 'PENDLE/USDT': 1.322, 'AIXDROP/USDT': 0.00022131, 'SENS/USDT': 0.0055, 'TIA/USDT': 0.3516, 'BDX/USDT': 0.07886, '9BIT/USDT': 0.04684, 'JGGL/USDT': 1.939, 'CAKE/USDT': 1.254, 'BOB/USDT': 0.006494}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64257.38, 'ETH/USDT': 1802.84, 'SOL/USDT': 70.72, 'USDC/USDT': 1.00066, 'XRP/USDT': 1.1987, 'DOGE/USDT': 0.09047, 'BNB/USDT': 613.64, 'TRIA/USDT': 0.03098, 'TRX/USDT': 0.3328, 'BSB/USDT': 0.23399, 'ADA/USDT': 0.1984, 'USD1/USDT': 0.9996, 'INJ/USDT': 6.207, 'SUI/USDT': 0.8013, 'LTC/USDT': 46.42, 'HYPE/USDT': 73.05, 'BCH/USDT': 243.4, 'ZEC/USDT': 593.24, 'GOLD(PAXG)/USDT': 4474.0, 'FIL/USDT': 0.8708, 'TAO/USDT': 220.65, 'DOT/USDT': 1.068, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.873, 'BILL/USDT': 0.08782, 'NEAR/USDT': 2.624, 'BEAT/USDT': 1.30827, 'ULTIMA/USDT': 2330.68, 'MX/USDT': 1.7527, 'GUA/USDT': 0.96752, 'ONDO/USDT': 0.3946, 'ASTER/USDT': 0.6688, 'EDEN/USDT': 0.04532, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3368, 'GENIUS/USDT': 0.47015, 'RAIN/USDT': 0.0142544, 'XMR/USDT': 359.85, 'UBOX/USDT': 0.0023, 'LINK/USDT': 8.2, 'DASH/USDT': 36.83, 'SHIB/USDT': 5.091e-06, 'PLAY/USDT': 0.1018, 'AVAX/USDT': 7.962, 'PENGU/USDT': 0.006984, 'WXT/USDT': 0.01651, 'ATOM/USDT': 1.828, 'IN/USDT': 0.1087, 'TTN/USDT': 0.05043, 'ATLA/USDT': 192.4082, 'PENDLE/USDT': 1.322, 'AIXDROP/USDT': 0.00022131, 'SENS/USDT': 0.0055, 'TIA/USDT': 0.3516, 'BDX/USDT': 0.07886, '9BIT/USDT': 0.04684, 'JGGL/USDT': 1.939, 'CAKE/USDT': 1.254, 'BOB/USDT': 0.006494}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.0, 'top_matches': 0, 'top_strategy': 'evo_3698'}
quant-1  | ALLOCATOR BLOCK: no_allowed_positive_strategy top_scores=[{'strategy': 'evo_3698', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_3698_m', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_3476', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_3476_m', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_5666', 'score': 0.0, 'matches': 0}]
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0355
