quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00356 momentum=0.00058 one_tick=0.00058
quant-1  | ORDERS: [{'symbol': 'XMR/USDT', 'side': 'buy', 'quantity': 0.0034572193082796202, 'expected_price': 361.49, 'fill_price': 361.49, 'confidence': 0.9119641320519926, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.00457577478202964, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.00047376426487599765, 'long_trend': 0.0054893395938639955, 'volatility': 0.000937956626179118, 'momentum': 0.0013573407202216448, 'one_tick_momentum': 0.0007751723374216368, 'signal_strength': 0.00457577478202964, 'price': 361.49, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.004633833794362885, 'breakout_score': 0.004399344637818105, 'trend_quality': 0.004633833794362885, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.02099701100433271, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0644 limit=0.0450 blocked=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.95, 'cash': 93.52, 'exposure': 6.43, 'exposure_pct': 0.0643, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:25:47.972777Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0525 momentum=0.03082
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0151 momentum=0.00594
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0047 momentum=0.00217
quant-1  |   XMR/USDT | source=NORMAL direction=None strength=0.0046 momentum=0.00136
quant-1  |   INJ/USDT | source=NORMAL direction=None strength=0.0036 momentum=0.00308
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001859 breakout=0.001421 trend_quality=0.000000 momentum=-0.004157 one_tick=-0.005430 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001859 breakout=0.001421 trend_quality=0.000000 momentum=-0.004157 one_tick=-0.005430 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000445 breakout=0.000219 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000808 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000445 breakout=0.000219 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000808 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001106 breakout=0.000772 trend_quality=0.000000 momentum=-0.000009 one_tick=-0.000009 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001106 breakout=0.000772 trend_quality=0.000000 momentum=-0.000009 one_tick=-0.000009 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0643 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.021528 unrealized=-0.042897
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=573.59000000 pnl=-0.042897
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9622 cash=95.4819 exposure=4.4804 realized=-0.0200 unrealized=-0.0178 drawdown=-0.0378% regime=SIDEWAYS
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63658.52, 'ETH/USDT': 1776.16, 'SOL/USDT': 69.55, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1741, 'DOGE/USDT': 0.08906, 'BNB/USDT': 601.25, 'TRIA/USDT': 0.03118, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23081, 'ADA/USDT': 0.1959, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.171, 'SUI/USDT': 0.7896, 'LTC/USDT': 46.23, 'HYPE/USDT': 68.76, 'BCH/USDT': 242.8, 'ZEC/USDT': 573.44, 'GOLD(PAXG)/USDT': 4460.2, 'FIL/USDT': 0.8557, 'TAO/USDT': 216.98, 'DOT/USDT': 1.05, 'TON/USDT': 1.735, 'TRUMP/USDT': 1.818, 'BILL/USDT': 0.08472, 'NEAR/USDT': 2.42, 'BEAT/USDT': 1.417, 'ULTIMA/USDT': 2336.71, 'MX/USDT': 1.7515, 'GUA/USDT': 0.95286, 'ONDO/USDT': 0.38269, 'ASTER/USDT': 0.6591, 'EDEN/USDT': 0.04432, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3309, 'GENIUS/USDT': 0.46778, 'RAIN/USDT': 0.0139514, 'XMR/USDT': 361.63, 'UBOX/USDT': 0.002769, 'LINK/USDT': 8.084, 'DASH/USDT': 35.5, 'SHIB/USDT': 5.013e-06, 'PLAY/USDT': 0.09703, 'AVAX/USDT': 7.838, 'PENGU/USDT': 0.006787, 'WXT/USDT': 0.016339, 'ATOM/USDT': 1.794, 'IN/USDT': 0.09971, 'TTN/USDT': 0.05002, 'ATLA/USDT': 180.829, 'PENDLE/USDT': 1.329, 'AIXDROP/USDT': 0.00022059, 'SENS/USDT': 0.00602, 'TIA/USDT': 0.3438, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.04707, 'JGGL/USDT': 1.9098, 'CAKE/USDT': 1.238, 'BOB/USDT': 0.00635}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63658.52, 'ETH/USDT': 1776.16, 'SOL/USDT': 69.55, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1741, 'DOGE/USDT': 0.08906, 'BNB/USDT': 601.25, 'TRIA/USDT': 0.03118, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23081, 'ADA/USDT': 0.1959, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.171, 'SUI/USDT': 0.7896, 'LTC/USDT': 46.23, 'HYPE/USDT': 68.76, 'BCH/USDT': 242.8, 'ZEC/USDT': 573.44, 'GOLD(PAXG)/USDT': 4460.2, 'FIL/USDT': 0.8557, 'TAO/USDT': 216.98, 'DOT/USDT': 1.05, 'TON/USDT': 1.735, 'TRUMP/USDT': 1.818, 'BILL/USDT': 0.08472, 'NEAR/USDT': 2.42, 'BEAT/USDT': 1.417, 'ULTIMA/USDT': 2336.71, 'MX/USDT': 1.7515, 'GUA/USDT': 0.95286, 'ONDO/USDT': 0.38269, 'ASTER/USDT': 0.6591, 'EDEN/USDT': 0.04432, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3309, 'GENIUS/USDT': 0.46778, 'RAIN/USDT': 0.0139514, 'XMR/USDT': 361.63, 'UBOX/USDT': 0.002769, 'LINK/USDT': 8.084, 'DASH/USDT': 35.5, 'SHIB/USDT': 5.013e-06, 'PLAY/USDT': 0.09703, 'AVAX/USDT': 7.838, 'PENGU/USDT': 0.006787, 'WXT/USDT': 0.016339, 'ATOM/USDT': 1.794, 'IN/USDT': 0.09971, 'TTN/USDT': 0.05002, 'ATLA/USDT': 180.829, 'PENDLE/USDT': 1.329, 'AIXDROP/USDT': 0.00022059, 'SENS/USDT': 0.00602, 'TIA/USDT': 0.3438, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.04707, 'JGGL/USDT': 1.9098, 'CAKE/USDT': 1.238, 'BOB/USDT': 0.00635}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6623, 'top_matches': 5, 'top_strategy': 'evo_6637'}
quant-1  | ALLOCATOR BEST: strategy=evo_6637 score=0.6623 matches=5 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.01357 momentum=-0.02589 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=False one_tick_ok=True trend=0.01026 momentum=0.00041 one_tick=0.00497 signal=0.01067
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | [QUALITY_RANK] top-2: XMR/USDT(qs=0.0116,sig=0.0047), BEAT/USDT(qs=0.0103,sig=0.0043)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.011634, 0.004691674457919626), ('BEAT/USDT', 0.010293, 0.004272769789164577)]
