quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00022 momentum=0.00140 one_tick=0.00063
quant-1  | ORDERS: [{'symbol': 'BEAT/USDT', 'side': 'buy', 'quantity': 0.8902940037399821, 'expected_price': 1.40375, 'fill_price': 1.40375, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.008016984014992623, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.001404903871989438, 'long_trend': 0.005472055990167757, 'volatility': 0.0019737884616638315, 'momentum': 0.0038760521479193066, 'one_tick_momentum': 0.0, 'signal_strength': 0.008016984014992623, 'price': 1.40375, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.007629378800200693, 'breakout_score': 0.007135931684784735, 'trend_quality': 0.007629378800200693, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.03716631167606684, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0647 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.52, 'exposure': 6.46, 'exposure_pct': 0.0647, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [{'symbol': 'ASTER/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:15:41.814043Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0941 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0163 momentum=-0.01602
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.008 momentum=0.00388
quant-1  |   NEAR/USDT | source=NORMAL direction=None strength=0.0049 momentum=0.00486
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0043 momentum=0.0
quant-1  | Rejected sample: [{'symbol': 'ASTER/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000751 breakout=0.000437 trend_quality=0.000000 momentum=0.000639 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000751 breakout=0.000437 trend_quality=0.000000 momentum=0.000639 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.003180 breakout=0.002777 trend_quality=0.002938 momentum=0.002415 one_tick=0.000000 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.003180 breakout=0.002777 trend_quality=0.002938 momentum=0.002415 one_tick=0.000000 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000030 breakout=0.000000 trend_quality=0.000000 momentum=0.000030 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000030 breakout=0.000000 trend_quality=0.000000 momentum=0.000030 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0647 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.009058 unrealized=-0.018049
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=580.90000000 pnl=-0.018049
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9712 cash=95.4819 exposure=4.4893 realized=-0.0200 unrealized=-0.0089 drawdown=-0.0288% regime=SIDEWAYS
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63820.4, 'ETH/USDT': 1784.06, 'SOL/USDT': 70.08, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1828, 'DOGE/USDT': 0.08957, 'BNB/USDT': 603.67, 'TRIA/USDT': 0.03135, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23058, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.251, 'SUI/USDT': 0.7961, 'LTC/USDT': 46.48, 'HYPE/USDT': 69.72, 'BCH/USDT': 244.0, 'ZEC/USDT': 580.9, 'GOLD(PAXG)/USDT': 4458.29, 'FIL/USDT': 0.865, 'TAO/USDT': 219.0, 'DOT/USDT': 1.058, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.838, 'BILL/USDT': 0.0845, 'NEAR/USDT': 2.4441, 'BEAT/USDT': 1.40375, 'ULTIMA/USDT': 2328.93, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97, 'ONDO/USDT': 0.38425, 'ASTER/USDT': 0.6633, 'EDEN/USDT': 0.04495, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.336, 'GENIUS/USDT': 0.46954, 'RAIN/USDT': 0.0139861, 'XMR/USDT': 358.4, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.14, 'DASH/USDT': 35.71, 'SHIB/USDT': 5.037e-06, 'PLAY/USDT': 0.09943, 'AVAX/USDT': 7.889, 'PENGU/USDT': 0.006834, 'WXT/USDT': 0.016415, 'ATOM/USDT': 1.806, 'IN/USDT': 0.10098, 'TTN/USDT': 0.05016, 'ATLA/USDT': 183.4349, 'PENDLE/USDT': 1.336, 'AIXDROP/USDT': 0.00022088, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.348, 'BDX/USDT': 0.07884, '9BIT/USDT': 0.046899, 'JGGL/USDT': 1.9182, 'CAKE/USDT': 1.244, 'BOB/USDT': 0.006385}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63820.4, 'ETH/USDT': 1784.06, 'SOL/USDT': 70.08, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1828, 'DOGE/USDT': 0.08957, 'BNB/USDT': 603.67, 'TRIA/USDT': 0.03135, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23058, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.251, 'SUI/USDT': 0.7961, 'LTC/USDT': 46.48, 'HYPE/USDT': 69.72, 'BCH/USDT': 244.0, 'ZEC/USDT': 580.9, 'GOLD(PAXG)/USDT': 4458.29, 'FIL/USDT': 0.865, 'TAO/USDT': 219.0, 'DOT/USDT': 1.058, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.838, 'BILL/USDT': 0.0845, 'NEAR/USDT': 2.4441, 'BEAT/USDT': 1.40375, 'ULTIMA/USDT': 2328.93, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97, 'ONDO/USDT': 0.38425, 'ASTER/USDT': 0.6633, 'EDEN/USDT': 0.04495, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.336, 'GENIUS/USDT': 0.46954, 'RAIN/USDT': 0.0139861, 'XMR/USDT': 358.4, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.14, 'DASH/USDT': 35.71, 'SHIB/USDT': 5.037e-06, 'PLAY/USDT': 0.09943, 'AVAX/USDT': 7.889, 'PENGU/USDT': 0.006834, 'WXT/USDT': 0.016415, 'ATOM/USDT': 1.806, 'IN/USDT': 0.10098, 'TTN/USDT': 0.05016, 'ATLA/USDT': 183.4349, 'PENDLE/USDT': 1.336, 'AIXDROP/USDT': 0.00022088, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.348, 'BDX/USDT': 0.07884, '9BIT/USDT': 0.046899, 'JGGL/USDT': 1.9182, 'CAKE/USDT': 1.244, 'BOB/USDT': 0.006385}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.81, 'top_matches': 12, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.8100 matches=12 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.05141 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00339 momentum=-0.01602 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00042 momentum=0.00555 one_tick=0.00238
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00189 momentum=0.00166 one_tick=0.00000 signal=0.00355
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00210 momentum=0.00353 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00099 momentum=0.00239 one_tick=0.00000 signal=0.00338
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00182 momentum=0.00089 one_tick=-0.00030 signal=0.00271
quant-1  | ALLOCATOR SKIP TIA/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00066 momentum=0.00202 one_tick=0.00029 signal=0.00268
quant-1  | [QUALITY_RANK] top-2: INJ/USDT(qs=0.0072,sig=0.0032), XMR/USDT(qs=0.0057,sig=0.0026)
quant-1  | ENTRY QUALITY TOP 10: [('INJ/USDT', 0.007202, 0.0031516047569160044), ('XMR/USDT', 0.005735, 0.002616633264503787)]
