quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00173 momentum=-0.00302 one_tick=-0.00076
quant-1  | ORDERS: [{'symbol': 'BEAT/USDT', 'side': 'buy', 'quantity': 0.8875562523081075, 'expected_price': 1.40808, 'fill_price': 1.40808, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.008834683617131467, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0031105836582818736, 'long_trend': 0.00527901024717381, 'volatility': 0.0016150225864727025, 'momentum': 0.0030845948352626884, 'one_tick_momentum': 0.0, 'signal_strength': 0.008834683617131467, 'price': 1.40808, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.008526224133605199, 'breakout_score': 0.008122468486987023, 'trend_quality': 0.008526224133605199, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.04096797149105126, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0645 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.96, 'cash': 93.52, 'exposure': 6.45, 'exposure_pct': 0.0645, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:16:51.136420Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0699 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0218 momentum=0.00757
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0088 momentum=0.00308
quant-1  |   NEAR/USDT | source=NORMAL direction=None strength=0.0029 momentum=-0.00217
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0026 momentum=0.0
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | INFO:     172.18.0.1:33582 - "GET /status HTTP/1.1" 200 OK
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63728.71, 'ETH/USDT': 1782.27, 'SOL/USDT': 69.9, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1807, 'DOGE/USDT': 0.08945, 'BNB/USDT': 602.35, 'TRIA/USDT': 0.03131, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23111, 'ADA/USDT': 0.1964, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.235, 'SUI/USDT': 0.7939, 'LTC/USDT': 46.41, 'HYPE/USDT': 69.07, 'BCH/USDT': 243.8, 'ZEC/USDT': 578.19, 'GOLD(PAXG)/USDT': 4459.01, 'FIL/USDT': 0.8647, 'TAO/USDT': 218.32, 'DOT/USDT': 1.057, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.832, 'BILL/USDT': 0.08467, 'NEAR/USDT': 2.4328, 'BEAT/USDT': 1.41028, 'ULTIMA/USDT': 2328.91, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.38393, 'ASTER/USDT': 0.6613, 'EDEN/USDT': 0.04486, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3349, 'GENIUS/USDT': 0.46818, 'RAIN/USDT': 0.0139992, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.127, 'DASH/USDT': 35.62, 'SHIB/USDT': 5.033e-06, 'PLAY/USDT': 0.0993, 'AVAX/USDT': 7.863, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016392, 'ATOM/USDT': 1.803, 'IN/USDT': 0.10098, 'TTN/USDT': 0.05015, 'ATLA/USDT': 181.71, 'PENDLE/USDT': 1.331, 'AIXDROP/USDT': 0.00022093, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3466, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046923, 'JGGL/USDT': 1.9158, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006385}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63728.71, 'ETH/USDT': 1782.27, 'SOL/USDT': 69.9, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1807, 'DOGE/USDT': 0.08945, 'BNB/USDT': 602.35, 'TRIA/USDT': 0.03131, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23111, 'ADA/USDT': 0.1964, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.235, 'SUI/USDT': 0.7939, 'LTC/USDT': 46.41, 'HYPE/USDT': 69.07, 'BCH/USDT': 243.8, 'ZEC/USDT': 578.19, 'GOLD(PAXG)/USDT': 4459.01, 'FIL/USDT': 0.8647, 'TAO/USDT': 218.32, 'DOT/USDT': 1.057, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.832, 'BILL/USDT': 0.08467, 'NEAR/USDT': 2.4328, 'BEAT/USDT': 1.41028, 'ULTIMA/USDT': 2328.91, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.38393, 'ASTER/USDT': 0.6613, 'EDEN/USDT': 0.04486, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3349, 'GENIUS/USDT': 0.46818, 'RAIN/USDT': 0.0139992, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.127, 'DASH/USDT': 35.62, 'SHIB/USDT': 5.033e-06, 'PLAY/USDT': 0.0993, 'AVAX/USDT': 7.863, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016392, 'ATOM/USDT': 1.803, 'IN/USDT': 0.10098, 'TTN/USDT': 0.05015, 'ATLA/USDT': 181.71, 'PENDLE/USDT': 1.331, 'AIXDROP/USDT': 0.00022093, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3466, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046923, 'JGGL/USDT': 1.9158, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006385}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8167, 'top_matches': 1, 'top_strategy': 'evo_4002_m'}
quant-1  | ALLOCATOR BEST: strategy=evo_4002_m score=0.8167 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.02549 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00754 momentum=0.00757 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00037 momentum=0.00230 one_tick=0.00069 signal=0.00266
quant-1  | ALLOCATOR SKIP DOT/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00076 momentum=0.00190 one_tick=0.00000 signal=0.00265
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00686 momentum=0.00232 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP RAIN/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00086 momentum=0.00158 one_tick=-0.00010 signal=0.00244
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00215 momentum=-0.00266 one_tick=-0.00217
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00116 momentum=-0.00112 one_tick=0.00000
quant-1  | ALLOCATOR SKIP FIL/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00049 momentum=0.00151 one_tick=0.00162 signal=0.00200
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=0.00176 momentum=-0.00250 one_tick=-0.00250
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=0.00098 momentum=-0.00208 one_tick=0.00064
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00090 momentum=-0.00119 one_tick=0.00060
quant-1  | ALLOCATOR SKIP BCH/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00035 momentum=0.00041 one_tick=0.00041 signal=0.00085
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00025 momentum=0.00058 one_tick=0.00017 signal=0.00082
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00064 momentum=-0.00057 one_tick=0.00016
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00061 momentum=-0.00007 one_tick=0.00029
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=0.00053 momentum=-0.00196 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP TRX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00011 momentum=0.00030 one_tick=0.00030 signal=0.00041
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=0.00040 momentum=-0.00290 one_tick=-0.00068
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00563 momentum=-0.00698 one_tick=0.00029
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00034 momentum=-0.00076 one_tick=0.00076
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=0.00035 momentum=-0.00276 one_tick=0.00025
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00010 momentum=0.00015 one_tick=-0.00013 signal=0.00025
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=0.00025 momentum=-0.00034 one_tick=0.00022
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00023 momentum=-0.00208 one_tick=-0.00070
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=0.00020 momentum=-0.00057 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00006 momentum=0.00009 one_tick=0.00027 signal=0.00015
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00215 momentum=0.00010 one_tick=0.00059
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=0.00009 momentum=-0.00022 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00033 momentum=0.00008 one_tick=0.00034
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00274 momentum=-0.00222 one_tick=-0.00089
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=0.00004 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00002 momentum=-0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=0.00002 momentum=-0.00311 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00001 momentum=-0.00209 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00011 momentum=0.00000 one_tick=0.00013
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00046 momentum=-0.00041 one_tick=0.00011
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00029 momentum=-0.00043 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00025 momentum=-0.00078 one_tick=0.00058
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00036 momentum=-0.00051 one_tick=0.00051
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00060 momentum=-0.00163 one_tick=0.00055
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00095 momentum=-0.00012 one_tick=0.00024
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00010 momentum=0.00000 one_tick=0.00006
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00102 momentum=-0.00056 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00162 momentum=-0.00091 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00041 momentum=-0.00140 one_tick=0.00025
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00010 momentum=-0.00073 one_tick=0.00024
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00055 momentum=-0.00055 one_tick=0.00055
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00121 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00247 momentum=-0.00225 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00035 momentum=-0.00230 one_tick=0.00029
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-1: BEAT/USDT(qs=0.0293,sig=0.0119)
quant-1  | ENTRY QUALITY TOP 10: [('BEAT/USDT', 0.029303, 0.011869884331172087)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BEAT/USDT strategy=evo_allocator_rescue score=0.058827 signal=0.011870 breakout=0.011319 trend=0.003559 momentum=0.005590 one_tick=0.001562 value=1.2498 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
