quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00254 momentum=-0.00058 one_tick=0.00000
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9991 cash=95.5037 exposure=4.4954 realized=0.0000 unrealized=-0.0009 drawdown=-0.0009% regime=SIDEWAYS
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | MARKET DATA WARNING: ccxt ticker failed EDEN/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=EDENUSDT
quant-1  | INFO:     172.18.0.1:60756 - "GET /status HTTP/1.1" 200 OK
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | MARKET DATA WARNING: ccxt ticker failed EUR/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=EURUSDT
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | MARKET DATA WARNING: ccxt ticker failed ETHFI/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=ETHFIUSDT
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | MARKET DATA WARNING: ccxt ticker failed GENIUS/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=GENIUSUSDT
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9991 cash=95.5037 exposure=4.4954 realized=0.0000 unrealized=-0.0009 drawdown=-0.0009% regime=SIDEWAYS
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003473 breakout=0.002842 trend_quality=0.000000 momentum=-0.001605 one_tick=-0.006269 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=BEAT/USDT class=SIDEWAYS_SCALP ret=-0.2442% unreal=-0.004869 peak=0.007678 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.005330 breakout=0.004912 trend_quality=0.005250 momentum=0.001592 one_tick=0.000318 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.004856 breakout=0.004622 trend_quality=0.004936 momentum=0.003210 one_tick=0.001603 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=0.1603% unreal=0.002003 peak=0.002003 age_min=0.0
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.76e-09
quant-1  | MARKET TICK DATA RAW: {'XRP/USDT': 1.1911, 'DOGE/USDT': 0.08983, 'SUI/USDT': 0.7993, 'LTC/USDT': 46.61, 'HYPE/USDT': 70.07, 'BCH/USDT': 243.2, 'ZEC/USDT': 584.98, 'GOLD(PAXG)/USDT': 4461.94, 'FIL/USDT': 0.8741, 'TAO/USDT': 220.49, 'DOT/USDT': 1.064, 'TON/USDT': 1.784, 'TRUMP/USDT': 1.847, 'BILL/USDT': 0.0854, 'NEAR/USDT': 2.4988, 'BEAT/USDT': 1.37934, 'ULTIMA/USDT': 2333.39, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91929, 'ONDO/USDT': 0.38728, 'ASTER/USDT': 0.6675, 'RAIN/USDT': 0.0140618, 'XMR/USDT': 357.15, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.174, 'DASH/USDT': 36.1, 'SHIB/USDT': 5.052e-06, 'PLAY/USDT': 0.10078, 'AVAX/USDT': 7.94, 'PENGU/USDT': 0.006895, 'WXT/USDT': 0.016471, 'ATOM/USDT': 1.817, 'IN/USDT': 0.10532, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.8025, 'PENDLE/USDT': 1.345, 'AIXDROP/USDT': 0.00022055, 'SENS/USDT': 0.00563, 'TIA/USDT': 0.3517, 'BDX/USDT': 0.07882, '9BIT/USDT': 0.046925, 'JGGL/USDT': 1.9245, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006422}
quant-1  | MARKET TICK DATA VALIDATED: {'XRP/USDT': 1.1911, 'DOGE/USDT': 0.08983, 'SUI/USDT': 0.7993, 'LTC/USDT': 46.61, 'HYPE/USDT': 70.07, 'BCH/USDT': 243.2, 'ZEC/USDT': 584.98, 'GOLD(PAXG)/USDT': 4461.94, 'FIL/USDT': 0.8741, 'TAO/USDT': 220.49, 'DOT/USDT': 1.064, 'TON/USDT': 1.784, 'TRUMP/USDT': 1.847, 'BILL/USDT': 0.0854, 'NEAR/USDT': 2.4988, 'BEAT/USDT': 1.37934, 'ULTIMA/USDT': 2333.39, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91929, 'ONDO/USDT': 0.38728, 'ASTER/USDT': 0.6675, 'RAIN/USDT': 0.0140618, 'XMR/USDT': 357.15, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.174, 'DASH/USDT': 36.1, 'SHIB/USDT': 5.052e-06, 'PLAY/USDT': 0.10078, 'AVAX/USDT': 7.94, 'PENGU/USDT': 0.006895, 'WXT/USDT': 0.016471, 'ATOM/USDT': 1.817, 'IN/USDT': 0.10532, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.8025, 'PENDLE/USDT': 1.345, 'AIXDROP/USDT': 0.00022055, 'SENS/USDT': 0.00563, 'TIA/USDT': 0.3517, 'BDX/USDT': 0.07882, '9BIT/USDT': 0.046925, 'JGGL/USDT': 1.9245, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006422}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 3, 'top_strategy': 'evo_1429'}
quant-1  | ALLOCATOR BEST: strategy=evo_1429 score=0.9000 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00845 momentum=0.02550 one_tick=0.02550
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'UBOX/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0450
