quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00017 momentum=0.00146 one_tick=0.00146
quant-1  | ORDERS: [{'symbol': 'BEAT/USDT', 'side': 'buy', 'quantity': 0.8920542818241517, 'expected_price': 1.40098, 'fill_price': 1.40098, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.007060319496270173, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0014528995724321092, 'long_trend': 0.005588699050997459, 'volatility': 0.0022426430718449565, 'momentum': 0.0028130703983393346, 'one_tick_momentum': 0.00030702224126222255, 'signal_strength': 0.007060319496270173, 'price': 1.40098, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.006855768016751796, 'breakout_score': 0.006295107248790557, 'trend_quality': 0.006855768016751796, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.03229748624268225, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0646 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.52, 'exposure': 6.46, 'exposure_pct': 0.0646, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:13:10.538344Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0525 momentum=-0.14224
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0342 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0073 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0071 momentum=0.00281
quant-1  |   HYPE/USDT | source=NORMAL direction=None strength=0.0028 momentum=-0.00143
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9800 cash=99.9800 exposure=0.0000 realized=-0.0200 unrealized=0.0000 drawdown=-0.0200% regime=SIDEWAYS
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63750.64, 'ETH/USDT': 1778.88, 'SOL/USDT': 69.93, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1806, 'DOGE/USDT': 0.08939, 'BNB/USDT': 602.3, 'TRIA/USDT': 0.03129, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23073, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.223, 'SUI/USDT': 0.794, 'LTC/USDT': 46.38, 'HYPE/USDT': 69.83, 'BCH/USDT': 243.5, 'ZEC/USDT': 581.01, 'GOLD(PAXG)/USDT': 4458.4, 'FIL/USDT': 0.8627, 'TAO/USDT': 218.4, 'DOT/USDT': 1.055, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.833, 'BILL/USDT': 0.08487, 'NEAR/USDT': 2.4342, 'BEAT/USDT': 1.39636, 'ULTIMA/USDT': 2328.95, 'MX/USDT': 1.7519, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.38425, 'ASTER/USDT': 0.6604, 'EDEN/USDT': 0.04515, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3349, 'GENIUS/USDT': 0.46765, 'RAIN/USDT': 0.0139772, 'XMR/USDT': 357.28, 'UBOX/USDT': 0.002799, 'LINK/USDT': 8.121, 'DASH/USDT': 35.7, 'SHIB/USDT': 5.024e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.862, 'PENGU/USDT': 0.006822, 'WXT/USDT': 0.01639, 'ATOM/USDT': 1.805, 'IN/USDT': 0.10107, 'TTN/USDT': 0.05026, 'ATLA/USDT': 183.8287, 'PENDLE/USDT': 1.338, 'AIXDROP/USDT': 0.00022099, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.347, 'BDX/USDT': 0.07875, '9BIT/USDT': 0.046896, 'JGGL/USDT': 1.9122, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006387}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63750.64, 'ETH/USDT': 1778.88, 'SOL/USDT': 69.93, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1806, 'DOGE/USDT': 0.08939, 'BNB/USDT': 602.3, 'TRIA/USDT': 0.03129, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23073, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.223, 'SUI/USDT': 0.794, 'LTC/USDT': 46.38, 'HYPE/USDT': 69.83, 'BCH/USDT': 243.5, 'ZEC/USDT': 581.01, 'GOLD(PAXG)/USDT': 4458.4, 'FIL/USDT': 0.8627, 'TAO/USDT': 218.4, 'DOT/USDT': 1.055, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.833, 'BILL/USDT': 0.08487, 'NEAR/USDT': 2.4342, 'BEAT/USDT': 1.39636, 'ULTIMA/USDT': 2328.95, 'MX/USDT': 1.7519, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.38425, 'ASTER/USDT': 0.6604, 'EDEN/USDT': 0.04515, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3349, 'GENIUS/USDT': 0.46765, 'RAIN/USDT': 0.0139772, 'XMR/USDT': 357.28, 'UBOX/USDT': 0.002799, 'LINK/USDT': 8.121, 'DASH/USDT': 35.7, 'SHIB/USDT': 5.024e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.862, 'PENGU/USDT': 0.006822, 'WXT/USDT': 0.01639, 'ATOM/USDT': 1.805, 'IN/USDT': 0.10107, 'TTN/USDT': 0.05026, 'ATLA/USDT': 183.8287, 'PENDLE/USDT': 1.338, 'AIXDROP/USDT': 0.00022099, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.347, 'BDX/USDT': 0.07875, '9BIT/USDT': 0.046896, 'JGGL/USDT': 1.9122, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006387}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 1, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.9000 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.01646 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=0.00077 momentum=-0.00243 one_tick=-0.00100
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=0.00094 momentum=-0.00129 one_tick=-0.00029
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00046 momentum=-0.00265 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00062 momentum=0.00063 one_tick=-0.00072 signal=0.00125
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00010 momentum=0.00078 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=True trend=0.00068 momentum=0.00013 one_tick=0.00013 signal=0.00081
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00154 momentum=-0.00396 one_tick=-0.00396
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00096 momentum=-0.00041 one_tick=0.00041
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00187 momentum=-0.00075 one_tick=0.00075
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00278 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00149 momentum=0.00038 one_tick=0.00013
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00013 momentum=0.00013 one_tick=0.00000 signal=0.00026
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=0.00023 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00040 momentum=0.00016 one_tick=0.00016
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00098 momentum=0.00011 one_tick=0.00022
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00099 momentum=0.00008 one_tick=0.00034
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00001 momentum=0.00002 one_tick=-0.00002 signal=0.00003
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00001 momentum=0.00001 one_tick=0.00001
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00121 momentum=-0.00050 one_tick=0.00041
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00109 momentum=-0.00067 one_tick=0.00034
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00068 momentum=-0.00014 one_tick=0.00043
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00058 momentum=-0.00022 one_tick=0.00056
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00030 momentum=-0.00060 one_tick=-0.00040
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00102 momentum=-0.00102 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00138 momentum=-0.00048 one_tick=0.00145
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00099 momentum=-0.00086 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00011 momentum=-0.00014 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00094 momentum=-0.00139 one_tick=0.00012
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00170 momentum=-0.00123 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00095 momentum=-0.00095 one_tick=0.00095
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00040 momentum=-0.00113 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00166 momentum=-0.00109 one_tick=0.00055
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00314 momentum=-0.00283 one_tick=0.00041
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00152 momentum=-0.00151 one_tick=-0.00039
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00171 momentum=-0.00015 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00027 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00011 momentum=-0.00062 one_tick=-0.00037
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00112 momentum=-0.00140 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00125 momentum=-0.00119 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00174 momentum=0.00000 one_tick=0.00161
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00107 momentum=-0.00102 one_tick=0.00038
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00185 momentum=-0.00059 one_tick=0.00015
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00030 momentum=-0.00067 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00100 momentum=-0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00517 momentum=-0.00178 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00200 momentum=-0.00086 one_tick=0.00058
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00129 momentum=-0.00068 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'UBOX/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] no_candidate_passed
