quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00040 momentum=0.00012 one_tick=-0.00010
quant-1  | ORDERS: [{'symbol': 'BCH/USDT', 'side': 'buy', 'quantity': 0.0051139897427373154, 'expected_price': 244.4, 'fill_price': 244.4, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.006504165954062113, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0003287851389117691, 'long_trend': 0.0, 'volatility': 0.001214101930122189, 'momentum': 0.006175380815150344, 'one_tick_momentum': 0.003696098562628425, 'signal_strength': 0.006504165954062113, 'price': 244.4, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.006810652513204185, 'breakout_score': 0.006507127030673638, 'trend_quality': 0.006810652513204185, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.03856686146525759, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BCH/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0650 limit=0.0450 blocked=['BCH/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.5, 'exposure_pct': 0.065, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [{'symbol': 'BCH/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:00:52.981040Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0179 momentum=0.0
quant-1  |   BCH/USDT | source=NORMAL direction=None strength=0.0065 momentum=0.00618
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0046 momentum=0.00366
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0043 momentum=0.00223
quant-1  |   ONDO/USDT | source=NORMAL direction=None strength=0.0026 momentum=0.00144
quant-1  | Rejected sample: [{'symbol': 'BCH/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.001058 breakout=0.000931 trend_quality=0.000000 momentum=-0.000678 one_tick=0.001575 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.001058 breakout=0.000931 trend_quality=0.000000 momentum=-0.000678 one_tick=0.001575 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.004344 breakout=0.003876 trend_quality=0.004201 momentum=0.002226 one_tick=0.000317 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.004344 breakout=0.003876 trend_quality=0.004201 momentum=0.002226 one_tick=0.000317 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000281 breakout=0.000017 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000801 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000281 breakout=0.000017 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000801 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000529 breakout=0.000299 trend_quality=0.000000 momentum=-0.000133 one_tick=-0.000133 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000529 breakout=0.000299 trend_quality=0.000000 momentum=-0.000133 one_tick=-0.000133 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0650 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.000801 unrealized=-0.001002
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24700000 pnl=-0.001002
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.84e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64050.46, 'ETH/USDT': 1789.96, 'SOL/USDT': 70.39, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1895, 'DOGE/USDT': 0.08983, 'BNB/USDT': 605.44, 'TRIA/USDT': 0.03152, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23329, 'ADA/USDT': 0.1979, 'USD1/USDT': 0.99974, 'INJ/USDT': 6.267, 'SUI/USDT': 0.8007, 'LTC/USDT': 46.64, 'HYPE/USDT': 69.81, 'BCH/USDT': 244.1, 'ZEC/USDT': 584.65, 'GOLD(PAXG)/USDT': 4461.17, 'FIL/USDT': 0.8745, 'TAO/USDT': 221.0, 'DOT/USDT': 1.066, 'TON/USDT': 1.784, 'TRUMP/USDT': 1.846, 'BILL/USDT': 0.08546, 'NEAR/USDT': 2.4681, 'BEAT/USDT': 1.38309, 'ULTIMA/USDT': 2332.15, 'MX/USDT': 1.7519, 'GUA/USDT': 0.91308, 'ONDO/USDT': 0.38801, 'ASTER/USDT': 0.6646, 'EDEN/USDT': 0.045, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3395, 'GENIUS/USDT': 0.46921, 'RAIN/USDT': 0.0140568, 'XMR/USDT': 357.05, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.189, 'DASH/USDT': 36.05, 'SHIB/USDT': 5.054e-06, 'PLAY/USDT': 0.10149, 'AVAX/USDT': 7.934, 'PENGU/USDT': 0.006892, 'WXT/USDT': 0.016464, 'ATOM/USDT': 1.818, 'IN/USDT': 0.10313, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.6713, 'PENDLE/USDT': 1.346, 'AIXDROP/USDT': 0.00022085, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3513, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046912, 'JGGL/USDT': 1.9244, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006417}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64050.46, 'ETH/USDT': 1789.96, 'SOL/USDT': 70.39, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1895, 'DOGE/USDT': 0.08983, 'BNB/USDT': 605.44, 'TRIA/USDT': 0.03152, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23329, 'ADA/USDT': 0.1979, 'USD1/USDT': 0.99974, 'INJ/USDT': 6.267, 'SUI/USDT': 0.8007, 'LTC/USDT': 46.64, 'HYPE/USDT': 69.81, 'BCH/USDT': 244.1, 'ZEC/USDT': 584.65, 'GOLD(PAXG)/USDT': 4461.17, 'FIL/USDT': 0.8745, 'TAO/USDT': 221.0, 'DOT/USDT': 1.066, 'TON/USDT': 1.784, 'TRUMP/USDT': 1.846, 'BILL/USDT': 0.08546, 'NEAR/USDT': 2.4681, 'BEAT/USDT': 1.38309, 'ULTIMA/USDT': 2332.15, 'MX/USDT': 1.7519, 'GUA/USDT': 0.91308, 'ONDO/USDT': 0.38801, 'ASTER/USDT': 0.6646, 'EDEN/USDT': 0.045, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3395, 'GENIUS/USDT': 0.46921, 'RAIN/USDT': 0.0140568, 'XMR/USDT': 357.05, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.189, 'DASH/USDT': 36.05, 'SHIB/USDT': 5.054e-06, 'PLAY/USDT': 0.10149, 'AVAX/USDT': 7.934, 'PENGU/USDT': 0.006892, 'WXT/USDT': 0.016464, 'ATOM/USDT': 1.818, 'IN/USDT': 0.10313, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.6713, 'PENDLE/USDT': 1.346, 'AIXDROP/USDT': 0.00022085, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3513, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046912, 'JGGL/USDT': 1.9244, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006417}
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000529 breakout=0.000299 trend_quality=0.000000 momentum=-0.000133 one_tick=-0.000133 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=-0.0150% unreal=-0.000300 peak=0.000223 age_min=0.0
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.698, 'top_matches': 6, 'top_strategy': 'evo_1429'}
quant-1  | ALLOCATOR BEST: strategy=evo_1429 score=0.6980 matches=6 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.01433 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00125 momentum=0.00329 one_tick=-0.00123 signal=0.00454
quant-1  | ALLOCATOR SKIP PLAY/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00140 momentum=0.00306 one_tick=-0.00059 signal=0.00447
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00019 momentum=0.00282 one_tick=0.00188
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00105 momentum=0.00176 one_tick=0.00000 signal=0.00281
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00118 momentum=0.00204 one_tick=-0.00015
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00060 momentum=0.00172 one_tick=0.00057
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00240 momentum=0.00143 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00003 momentum=0.00112 one_tick=0.00112
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00191 momentum=0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00111 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00047 momentum=0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00019 momentum=0.00110 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00103 momentum=-0.00142 one_tick=-0.00142
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'INJ/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=TRIA/USDT strategy=evo_allocator_rescue score=0.017906 signal=0.003610 breakout=0.003332 trend=0.002340 momentum=0.001271 one_tick=0.000317 value=1.2499 confidence=0.875
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
