quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00969 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00066 momentum=-0.00051 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00046 momentum=-0.00022 one_tick=-0.00065
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00043 momentum=-0.00123 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00232 momentum=-0.00221 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00116 momentum=-0.00124 one_tick=-0.00124
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00143 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00029 momentum=-0.00177 one_tick=-0.00177
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00965 momentum=-0.01012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00144 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.01029 momentum=-0.00313 one_tick=-0.00178
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00108 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00025 momentum=-0.00111 one_tick=-0.00167
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00268 momentum=-0.00371 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00122 momentum=-0.00087 one_tick=-0.00087
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00008 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00229 momentum=-0.00141 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-1: 9BIT/USDT(qs=0.0049,sig=0.0020)
quant-1  | ENTRY QUALITY TOP 10: [('9BIT/USDT', 0.004878, 0.0019593942864907232)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=HYPE/USDT strategy=evo_allocator_rescue score=0.009915 signal=0.002465 breakout=0.001778 trend=0.000000 momentum=0.002465 one_tick=0.000000 value=1.2498 confidence=0.779
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
