quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=0.00156 momentum=-0.00090 one_tick=0.00023
quant-1  | ORDERS: [{'symbol': 'IN/USDT', 'side': 'buy', 'quantity': 12.487512067845723, 'expected_price': 0.10008, 'fill_price': 0.10008, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.006792317041880658, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0030815558343788574, 'long_trend': -0.006625818256148386, 'volatility': 0.0016579507204399423, 'momentum': 0.0037107612075018004, 'one_tick_momentum': 0.0, 'signal_strength': 0.006792317041880658, 'price': 0.10008, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.006421240921130477, 'breakout_score': 0.006006753241020492, 'trend_quality': 0.006421240921130477, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.03355531182040805, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['IN/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0643 limit=0.0450 blocked=['IN/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.94, 'cash': 93.52, 'exposure': 6.43, 'exposure_pct': 0.0643, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [{'symbol': 'PENDLE/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:26:37.451988Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0232 momentum=0.00907
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0167 momentum=0.0
quant-1  |   IN/USDT | source=NORMAL direction=None strength=0.0068 momentum=0.00371
quant-1  |   XMR/USDT | source=NORMAL direction=None strength=0.0063 momentum=0.00174
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0055 momentum=0.00176
quant-1  | Rejected sample: [{'symbol': 'PENDLE/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=ZEC/USDT reason=single_loss_cap qty=0.00339914 mark=572.61000000 pnl=-0.046228
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=ZEC/USDT side=sell qty=0.00339913680731437 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63571.35, 'ETH/USDT': 1773.82, 'SOL/USDT': 69.46, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1733, 'DOGE/USDT': 0.08897, 'BNB/USDT': 600.4, 'TRIA/USDT': 0.03114, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23117, 'ADA/USDT': 0.1959, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.155, 'SUI/USDT': 0.79, 'LTC/USDT': 46.19, 'HYPE/USDT': 68.58, 'BCH/USDT': 242.6, 'ZEC/USDT': 572.33, 'GOLD(PAXG)/USDT': 4457.33, 'FIL/USDT': 0.8551, 'TAO/USDT': 217.14, 'DOT/USDT': 1.049, 'TON/USDT': 1.735, 'TRUMP/USDT': 1.818, 'BILL/USDT': 0.08508, 'NEAR/USDT': 2.4233, 'BEAT/USDT': 1.4195, 'ULTIMA/USDT': 2336.5, 'MX/USDT': 1.7514, 'GUA/USDT': 0.95286, 'ONDO/USDT': 0.38273, 'ASTER/USDT': 0.6585, 'EDEN/USDT': 0.04435, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3308, 'GENIUS/USDT': 0.4689, 'RAIN/USDT': 0.0139576, 'XMR/USDT': 362.45, 'UBOX/USDT': 0.002769, 'LINK/USDT': 8.078, 'DASH/USDT': 35.5, 'SHIB/USDT': 5.01e-06, 'PLAY/USDT': 0.09793, 'AVAX/USDT': 7.83, 'PENGU/USDT': 0.006789, 'WXT/USDT': 0.016332, 'ATOM/USDT': 1.793, 'IN/USDT': 0.10008, 'TTN/USDT': 0.05, 'ATLA/USDT': 180.3552, 'PENDLE/USDT': 1.328, 'AIXDROP/USDT': 0.00022076, 'SENS/USDT': 0.00602, 'TIA/USDT': 0.3435, 'BDX/USDT': 0.07879, '9BIT/USDT': 0.047088, 'JGGL/USDT': 1.9075, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.00635}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63571.35, 'ETH/USDT': 1773.82, 'SOL/USDT': 69.46, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1733, 'DOGE/USDT': 0.08897, 'BNB/USDT': 600.4, 'TRIA/USDT': 0.03114, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23117, 'ADA/USDT': 0.1959, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.155, 'SUI/USDT': 0.79, 'LTC/USDT': 46.19, 'HYPE/USDT': 68.58, 'BCH/USDT': 242.6, 'ZEC/USDT': 572.33, 'GOLD(PAXG)/USDT': 4457.33, 'FIL/USDT': 0.8551, 'TAO/USDT': 217.14, 'DOT/USDT': 1.049, 'TON/USDT': 1.735, 'TRUMP/USDT': 1.818, 'BILL/USDT': 0.08508, 'NEAR/USDT': 2.4233, 'BEAT/USDT': 1.4195, 'ULTIMA/USDT': 2336.5, 'MX/USDT': 1.7514, 'GUA/USDT': 0.95286, 'ONDO/USDT': 0.38273, 'ASTER/USDT': 0.6585, 'EDEN/USDT': 0.04435, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3308, 'GENIUS/USDT': 0.4689, 'RAIN/USDT': 0.0139576, 'XMR/USDT': 362.45, 'UBOX/USDT': 0.002769, 'LINK/USDT': 8.078, 'DASH/USDT': 35.5, 'SHIB/USDT': 5.01e-06, 'PLAY/USDT': 0.09793, 'AVAX/USDT': 7.83, 'PENGU/USDT': 0.006789, 'WXT/USDT': 0.016332, 'ATOM/USDT': 1.793, 'IN/USDT': 0.10008, 'TTN/USDT': 0.05, 'ATLA/USDT': 180.3552, 'PENDLE/USDT': 1.328, 'AIXDROP/USDT': 0.00022076, 'SENS/USDT': 0.00602, 'TIA/USDT': 0.3435, 'BDX/USDT': 0.07879, '9BIT/USDT': 0.047088, 'JGGL/USDT': 1.9075, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.00635}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8355, 'top_matches': 3, 'top_strategy': 'evo_3866'}
quant-1  | ALLOCATOR BEST: strategy=evo_3866 score=0.8355 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP PLAY/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.01562 momentum=0.00431 one_tick=0.00020 signal=0.01993
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00618 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00109 momentum=0.00259 one_tick=0.00259 signal=0.00396
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=0.00353 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00225 momentum=0.00018 one_tick=-0.00180
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00211 momentum=-0.00075 one_tick=-0.00300
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00154 momentum=0.00011 one_tick=0.00000 signal=0.00184
quant-1  | ALLOCATOR SKIP PENGU/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00159 momentum=0.00015 one_tick=0.00000 signal=0.00173
quant-1  | ALLOCATOR SKIP EDEN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00124 momentum=0.00045 one_tick=0.00000 signal=0.00169
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00029 momentum=0.00136 one_tick=-0.00194
quant-1  | ALLOCATOR SKIP TAO/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00118 momentum=0.00014 one_tick=0.00000 signal=0.00132
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00084 momentum=-0.00004 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00005 momentum=0.00028 one_tick=0.00032 signal=0.00123
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=0.00105 momentum=-0.00055 one_tick=-0.00110
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=0.00104 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00103 momentum=-0.00091 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=0.00100 momentum=-0.00051 one_tick=0.00051
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP SUI/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00064 momentum=0.00025 one_tick=0.00000 signal=0.00089
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=0.00077 momentum=-0.00087 one_tick=-0.00148
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=0.00074 momentum=-0.00128 one_tick=-0.00128
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=0.00073 momentum=-0.00280 one_tick=-0.00175
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=0.00070 momentum=-0.00145 one_tick=-0.00174
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=0.00041 momentum=-0.00134 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00010 momentum=0.00013 one_tick=0.00025 signal=0.00032
quant-1  | ALLOCATOR SKIP RAIN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00002 momentum=0.00030 one_tick=0.00030 signal=0.00032
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00056 momentum=0.00005 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=0.00025 momentum=-0.00130 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=0.00018 momentum=-0.00094 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00014 momentum=-0.00095 one_tick=-0.00095
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=0.00013 momentum=-0.00120 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00008 momentum=-0.00080 one_tick=-0.00080
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00006 momentum=-0.00121 one_tick=-0.00121
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00036 momentum=-0.00038 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00005 momentum=-0.00011 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00001
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00020 momentum=-0.00126 one_tick=-0.00084
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00031 momentum=-0.00115 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00005 momentum=-0.00101 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00030 momentum=-0.00195 one_tick=-0.00162
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00092 momentum=-0.00276 one_tick=-0.00276
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00002 momentum=-0.00041 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00035 momentum=-0.00058 one_tick=-0.00345
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00465 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00008 momentum=-0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.00141 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00009 momentum=-0.00037 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00020 momentum=-0.00056 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00015 momentum=-0.00060 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00101 momentum=-0.00291 one_tick=-0.00204
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00016 momentum=-0.00110 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00111 momentum=0.00000 one_tick=-0.00126
quant-1  | [QUALITY_RANK] top-2: XMR/USDT(qs=0.0171,sig=0.0064), BILL/USDT(qs=0.0113,sig=0.0040)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.01706, 0.006411051329645812), ('BILL/USDT', 0.011282, 0.003959865802080409)]
