quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00129 momentum=0.00025 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'ONDO/USDT', 'side': 'buy', 'quantity': 3.2195459902501224, 'expected_price': 0.38821, 'fill_price': 0.38821, 'confidence': 0.774151454745743, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.0020181690843927846, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.001089975195002424, 'long_trend': 0.0, 'volatility': 0.0012402468863616592, 'momentum': 0.0009281938893903607, 'one_tick_momentum': 0.0, 'signal_strength': 0.0020181690843927846, 'price': 0.38821, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.0019253496954537487, 'breakout_score': 0.001615287973863334, 'trend_quality': 0.0019253496954537487, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.00951262122881191, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['ONDO/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0649 limit=0.0450 blocked=['ONDO/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T06:59:31.765766Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0385 momentum=0.0
quant-1  |   INJ/USDT | source=NORMAL direction=None strength=0.0022 momentum=0.00224
quant-1  |   ATLA/USDT | source=NORMAL direction=None strength=0.0022 momentum=0.00215
quant-1  |   ONDO/USDT | source=NORMAL direction=None strength=0.002 momentum=0.00093
quant-1  |   ULTIMA/USDT | source=NORMAL direction=None strength=0.0018 momentum=-9e-05
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001277 breakout=0.000924 trend_quality=0.001245 momentum=0.000319 one_tick=0.000000 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001277 breakout=0.000924 trend_quality=0.001245 momentum=0.000319 one_tick=0.000000 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000241 breakout=0.000000 trend_quality=0.000000 momentum=-0.000802 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000241 breakout=0.000000 trend_quality=0.000000 momentum=-0.000802 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001785 breakout=0.001526 trend_quality=0.000000 momentum=-0.000094 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001785 breakout=0.001526 trend_quality=0.000000 momentum=-0.000094 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0649 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.001603 unrealized=-0.002003
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24600000 pnl=-0.002003
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT source=auto_phase2h_reconciler
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001785 breakout=0.001526 trend_quality=0.000000 momentum=-0.000094 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=0.0017% unreal=0.000034 peak=0.000223 age_min=0.0
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9888 cash=97.9930 exposure=1.9958 realized=-0.0112 unrealized=0.0000 drawdown=-0.0112% regime=SIDEWAYS
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.44e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64020.34, 'ETH/USDT': 1789.58, 'SOL/USDT': 70.36, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1895, 'DOGE/USDT': 0.08976, 'BNB/USDT': 605.33, 'TRIA/USDT': 0.03142, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23238, 'ADA/USDT': 0.1976, 'USD1/USDT': 0.99974, 'INJ/USDT': 6.25, 'SUI/USDT': 0.7992, 'LTC/USDT': 46.59, 'HYPE/USDT': 69.72, 'BCH/USDT': 242.8, 'ZEC/USDT': 584.32, 'GOLD(PAXG)/USDT': 4462.02, 'FIL/USDT': 0.8723, 'TAO/USDT': 220.51, 'DOT/USDT': 1.064, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.844, 'BILL/USDT': 0.08516, 'NEAR/USDT': 2.4658, 'BEAT/USDT': 1.38694, 'ULTIMA/USDT': 2332.24, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91561, 'ONDO/USDT': 0.38793, 'ASTER/USDT': 0.6643, 'EDEN/USDT': 0.04502, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3394, 'GENIUS/USDT': 0.4684, 'RAIN/USDT': 0.0140356, 'XMR/USDT': 357.36, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.176, 'DASH/USDT': 36.01, 'SHIB/USDT': 5.047e-06, 'PLAY/USDT': 0.10136, 'AVAX/USDT': 7.93, 'PENGU/USDT': 0.006883, 'WXT/USDT': 0.016462, 'ATOM/USDT': 1.814, 'IN/USDT': 0.10386, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.3553, 'PENDLE/USDT': 1.342, 'AIXDROP/USDT': 0.00022085, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3506, 'BDX/USDT': 0.07878, '9BIT/USDT': 0.046906, 'JGGL/USDT': 1.9247, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006403}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64020.34, 'ETH/USDT': 1789.58, 'SOL/USDT': 70.36, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1895, 'DOGE/USDT': 0.08976, 'BNB/USDT': 605.33, 'TRIA/USDT': 0.03142, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23238, 'ADA/USDT': 0.1976, 'USD1/USDT': 0.99974, 'INJ/USDT': 6.25, 'SUI/USDT': 0.7992, 'LTC/USDT': 46.59, 'HYPE/USDT': 69.72, 'BCH/USDT': 242.8, 'ZEC/USDT': 584.32, 'GOLD(PAXG)/USDT': 4462.02, 'FIL/USDT': 0.8723, 'TAO/USDT': 220.51, 'DOT/USDT': 1.064, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.844, 'BILL/USDT': 0.08516, 'NEAR/USDT': 2.4658, 'BEAT/USDT': 1.38694, 'ULTIMA/USDT': 2332.24, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91561, 'ONDO/USDT': 0.38793, 'ASTER/USDT': 0.6643, 'EDEN/USDT': 0.04502, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3394, 'GENIUS/USDT': 0.4684, 'RAIN/USDT': 0.0140356, 'XMR/USDT': 357.36, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.176, 'DASH/USDT': 36.01, 'SHIB/USDT': 5.047e-06, 'PLAY/USDT': 0.10136, 'AVAX/USDT': 7.93, 'PENGU/USDT': 0.006883, 'WXT/USDT': 0.016462, 'ATOM/USDT': 1.814, 'IN/USDT': 0.10386, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.3553, 'PENDLE/USDT': 1.342, 'AIXDROP/USDT': 0.00022085, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3506, 'BDX/USDT': 0.07878, '9BIT/USDT': 0.046906, 'JGGL/USDT': 1.9247, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006403}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6376, 'top_matches': 2, 'top_strategy': 'evo_1429'}
quant-1  | ALLOCATOR BEST: strategy=evo_1429 score=0.6376 matches=2 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.03412 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00339 momentum=0.00225 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: already_holding
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00119 momentum=-0.00046 one_tick=-0.00072
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00444 momentum=0.00118 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00030 momentum=0.00086 one_tick=0.00181 signal=0.00116
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00127 momentum=0.00094 one_tick=0.00094
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00138 momentum=0.00059 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00098 momentum=0.00052 one_tick=-0.00016
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00314 momentum=0.00045 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=0.00037 momentum=-0.00032 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00272 momentum=0.00032 one_tick=-0.00048
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00316 momentum=0.00028 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00095 momentum=0.00021 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00120 momentum=0.00020 one_tick=-0.00044
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00007 momentum=0.00011 one_tick=0.00011 signal=0.00018
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00508 momentum=0.00014 one_tick=-0.00186
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00154 momentum=0.00012 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00006 momentum=-0.00035 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00000 momentum=0.00005 one_tick=0.00002
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00246 momentum=0.00005 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00237 momentum=-0.00014 one_tick=-0.00099
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00224 momentum=-0.00022 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00052 momentum=-0.00015 one_tick=-0.00033
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00140 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00268 momentum=-0.00189 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00172 momentum=0.00000 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00091 momentum=-0.00088 one_tick=-0.00088
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00179 momentum=-0.00082 one_tick=-0.00123
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00673 momentum=-0.00123 one_tick=-0.00063
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00197 momentum=-0.00069 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00187 momentum=-0.00054 one_tick=-0.00108
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00976 momentum=-0.00089 one_tick=0.00077
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00000 momentum=-0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00359 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00235 momentum=-0.00111 one_tick=0.00022
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00004 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00204 momentum=-0.00198 one_tick=-0.00198
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00136 momentum=-0.00155 one_tick=-0.00178
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00399 momentum=-0.00084 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00175 momentum=0.00000 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00177 momentum=-0.00020 one_tick=-0.00020
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00128 momentum=-0.00063 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00296 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00123 momentum=-0.00024 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00201 momentum=-0.00055 one_tick=-0.00055
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.01034 momentum=-0.00403 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00013 momentum=-0.00040 one_tick=0.00020
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00608 momentum=-0.00072 one_tick=-0.00315
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00193 momentum=0.00000 one_tick=-0.00149
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00308 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00264 momentum=-0.00057 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00162 momentum=-0.00013 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00090 momentum=-0.00156 one_tick=-0.00156
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'PLAY/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=PLAY/USDT strategy=evo_allocator_rescue score=0.023911 signal=0.004360 breakout=0.003875 trend=0.000895 momentum=0.003465 one_tick=0.001878 value=1.2499 confidence=0.947
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
